MPR,ReadDate,H0030,H0100,H0130,H0200,H0230,H0300,H0330,H0400,H0430,H0500,H0530,H0600,H0630,H0700,H0730,H0800,H0830,H0900,H0930,H01000,H01030,H01100,H01130,H01200,H01230,H01300,H01330,H01400,H01430,H01500,H01530,H01600,H01630,H01700,H01730,H01800,H01830,H01900,H01930,H02000,H02030,H02100,H02130,H02200,H02230,H02300,H02330,H02400
12345678,02/02/2022,100.0043,77.7813,88.8922,66.6692,77.7813,77.7813,77.7813,77.7813,77.7813,88.8922,88.666,77.5833,99.7498,88.666,99.7498,99.7498,88.666,88.666,88.666,77.5833,88.666,88.666,88.666,88.666,77.5833,88.666,88.666,99.7498,88.666,77.5833,88.666,77.5833,99.7498,88.666,88.666,88.666,99.7498,88.666,99.7498,77.5833,88.666,77.5833,88.666,88.666,77.5833,77.5833,99.7498,77.5833
12345678,21/06/2022,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,33.8441,11.2817,22.5623,22.5623,22.5623,22.5623,33.8441,11.2817,33.8441,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,33.8441,22.5623,33.8441,22.5623,22.5623,11.2817,22.5623,11.2817
12345678,11/02/2022,88.8922,111.1153,111.1153,100.0043,100.0043,88.8922,100.0043,111.1153,122.2274,100.0043,122.2274,122.2274,122.2274,133.3384,122.2274,133.3384,122.2274,122.2274,122.2274,122.2274,111.1153,111.1153,100.0043,111.1153,100.0043,88.8922,111.1153,111.1153,100.0043,111.1153,100.0043,111.1153,111.1153,111.1153,111.1153,111.1153,111.1153,111.1153,111.1153,122.2274,111.1153,122.2274,122.2274,111.1153,111.1153,122.2274,111.1153,122.2274
12345678,15/11/2022,77.9792,77.9792,89.1184,77.9792,89.1184,89.1184,77.9792,89.1184,77.9792,89.1184,77.7813,100.0043,88.8922,88.8922,88.8922,88.8922,88.8922,88.8922,88.8922,100.0043,77.7813,100.0043,77.7813,88.8922,88.8922,88.8922,88.8922,77.7813,77.7813,88.8922,77.7813,77.7813,88.8922,100.0043,88.8922,111.1153,100.0043,111.1153,111.1153,100.0043,100.0043,100.0043,111.1153,88.8922,88.8922,100.0043,88.8922,88.8922
12345678,05/02/2022,100.7677,111.9635,100.7677,78.375,111.9635,89.5708,100.7677,89.5708,111.9635,100.7677,110.5498,110.5498,110.5498,99.4954,121.6053,99.4954,110.5498,110.5498,110.5498,110.5498,99.4954,110.5498,88.4399,99.4954,77.3854,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,99.4954,110.5498,88.4399,99.4954,110.5498,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,99.4954,88.4399,88.4399,88.4399
12345678,02/09/2022,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,33.7592,22.5058,22.5058,33.7592,22.5058,22.5058,11.2535,22.5058,22.5058
12345678,12/01/2022,99.2409,99.2409,99.2409,88.2137,99.2409,99.2409,99.2409,99.2409,99.2409,110.2671,110.5498,110.5498,110.5498,110.5498,110.5498,110.5498,99.4954,99.4954,110.5498,99.4954,88.4399,99.4954,99.4954,88.4399,77.3854,99.4954,88.4399,88.4399,99.4954,66.3299,99.4954,121.6053,110.5498,110.5498,110.5498,99.4954,110.5498,121.6053,110.5498,110.5498,110.5498,99.4954,110.5498,110.5498,99.4954,110.5498,99.4954,99.4954
12345678,23/05/2022,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,33.8441,33.8441,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,33.8441,33.8441,22.5623,33.8441,33.8441,33.8441,33.8441,33.8441,45.1247,33.8441,33.8441,33.8441,33.8441,33.8441,22.5623
12345678,12/06/2022,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2817,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,33.8441,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,22.5623,33.8441,11.2817,22.5623,22.5623,22.5623,33.8441,33.8441,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623
12345678,21/10/2022,66.4995,66.4995,66.4995,66.4995,77.5833,66.4995,55.4168,66.4995,77.5833,66.4995,67.3477,78.5729,89.797,78.5729,67.3477,89.797,89.797,78.5729,78.5729,78.5729,67.3477,67.3477,78.5729,78.5729,67.3477,78.5729,67.3477,67.3477,56.1237,67.3477,78.5729,67.3477,56.1237,56.1237,78.5729,67.3477,67.3477,78.5729,78.5729,78.5729,67.3477,78.5729,67.3477,67.3477,67.3477,67.3477,67.3477,56.1237
12345678,29/08/2022,22.5058,11.2535,22.5058,11.2535,22.5058,11.2535,22.5058,11.2535,22.5058,11.2535,22.4492,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,11.2252,22.4492,33.6744,22.4492,22.4492,33.6744,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,33.6744,22.4492,22.4492,22.4492
12345678,16/04/2022,66.3299,55.2755,66.3299,55.2755,66.3299,55.2755,66.3299,66.3299,66.3299,66.3299,66.3299,66.3299,66.3299,66.3299,66.3299,77.3854,55.2755,55.2755,55.2755,55.2755,55.2755,44.2199,55.2755,44.2199,44.2199,44.2199,44.2199,44.2199,33.1655,55.2755,33.1655,44.2199,44.2199,44.2199,44.2199,66.3299,44.2199,55.2755,55.2755,66.3299,66.3299,55.2755,66.3299,55.2755,55.2755,55.2755,55.2755,55.2755
12345678,11/04/2022,89.1184,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,89.1184,78.1771,89.3446,78.1771,89.3446,89.3446,78.1771,89.3446,89.3446,78.1771,78.1771,78.1771,78.1771,67.0085,67.0085,67.0085,55.8409,67.0085,55.8409,55.8409,55.8409,55.8409,55.8409,78.1771,78.1771,78.1771,67.0085,78.1771,89.3446,78.1771,89.3446,78.1771,89.3446,78.1771,78.1771,89.3446,89.3446,67.0085,67.0085
12345678,09/04/2022,100.7677,100.7677,89.5708,100.7677,100.7677,100.7677,89.5708,100.7677,100.7677,100.7677,89.3446,100.5132,100.5132,89.3446,89.3446,89.3446,89.3446,89.3446,78.1771,89.3446,78.1771,89.3446,78.1771,78.1771,78.1771,78.1771,67.0085,78.1771,78.1771,78.1771,78.1771,78.1771,67.0085,89.3446,78.1771,78.1771,78.1771,78.1771,100.5132,89.3446,100.5132,89.3446,89.3446,89.3446,89.3446,89.3446,89.3446,78.1771
12345678,11/06/2022,22.3927,22.3927,22.3927,22.3927,22.3927,11.1969,33.5896,11.1969,22.3927,22.3927,22.5058,33.7592,11.2535,22.5058,22.5058,11.2535,33.7592,11.2535,33.7592,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,33.7592,33.7592,22.5058,22.5058,22.5058,22.5058
12345678,16/02/2022,100.5132,100.5132,89.3446,89.3446,78.1771,78.1771,78.1771,78.1771,89.3446,89.3446,77.7813,88.8922,88.8922,77.7813,111.1153,88.8922,100.0043,77.7813,100.0043,77.7813,77.7813,88.8922,88.8922,100.0043,77.7813,88.8922,88.8922,88.8922,88.8922,88.8922,88.8922,100.0043,100.0043,88.8922,100.0043,88.8922,100.0043,100.0043,100.0043,100.0043,133.3384,100.0043,88.8922,100.0043,100.0043,100.0043,88.8922,88.8922
12345678,23/09/2022,22.5623,22.5623,11.2817,22.5623,11.2817,22.5623,11.2817,22.5623,11.2817,22.5623,11.31,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,11.31,33.9289,22.6189,33.9289,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,33.9289,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189
12345678,12/05/2022,56.6891,68.0263,68.0263,68.0263,56.6891,56.6891,68.0263,56.6891,68.0263,56.6891,67.8567,67.8567,56.5478,45.2378,67.8567,56.5478,67.8567,56.5478,67.8567,56.5478,67.8567,56.5478,56.5478,56.5478,56.5478,45.2378,56.5478,45.2378,56.5478,45.2378,56.5478,45.2378,67.8567,45.2378,56.5478,56.5478,56.5478,56.5478,67.8567,67.8567,67.8567,67.8567,67.8567,56.5478,56.5478,56.5478,67.8567,45.2378
12345678,01/01/2022,66.4995,77.5833,66.4995,66.4995,55.4168,77.5833,66.4995,66.4995,66.4995,66.4995,77.7813,66.6692,77.7813,66.6692,77.7813,77.7813,66.6692,77.7813,77.7813,77.7813,66.6692,88.8922,77.7813,66.6692,66.6692,77.7813,66.6692,77.7813,66.6692,77.7813,77.7813,77.7813,77.7813,77.7813,88.8922,77.7813,77.7813,77.7813,88.8922,77.7813,88.8922,88.8922,77.7813,77.7813,77.7813,77.7813,66.6692,77.7813
12345678,20/09/2022,22.6754,22.6754,22.6754,22.6754,11.3383,22.6754,11.3383,22.6754,22.6754,11.3383,22.6189,22.6189,33.9289,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,11.31,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,11.31,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189,22.6189
12345678,29/05/2022,22.5058,33.7592,22.5058,33.7592,33.7592,22.5058,33.7592,33.7592,22.5058,33.7592,33.8441,33.8441,33.8441,22.5623,33.8441,22.5623,33.8441,33.8441,33.8441,33.8441,33.8441,33.8441,22.5623,33.8441,33.8441,22.5623,33.8441,22.5623,22.5623,33.8441,22.5623,45.1247,33.8441,33.8441,22.5623,45.1247,33.8441,33.8441,45.1247,33.8441,33.8441,45.1247,33.8441,45.1247,33.8441,33.8441,33.8441,22.5623
12345678,22/11/2022,100.0043,111.1153,88.8922,100.0043,77.7813,111.1153,88.8922,111.1153,88.8922,100.0043,100.7677,111.9635,100.7677,111.9635,100.7677,111.9635,100.7677,100.7677,100.7677,100.7677,111.9635,89.5708,100.7677,100.7677,89.5708,89.5708,100.7677,100.7677,89.5708,100.7677,100.7677,78.375,100.7677,89.5708,100.7677,123.1604,111.9635,111.9635,111.9635,111.9635,100.7677,123.1604,111.9635,111.9635,100.7677,100.7677,100.7677,111.9635
12345678,16/01/2022,110.5498,99.4954,99.4954,88.4399,99.4954,110.5498,88.4399,110.5498,99.4954,99.4954,110.2671,110.2671,99.2409,99.2409,99.2409,110.2671,99.2409,110.2671,99.2409,110.2671,99.2409,99.2409,99.2409,88.2137,88.2137,99.2409,88.2137,99.2409,99.2409,99.2409,88.2137,99.2409,99.2409,99.2409,99.2409,110.2671,110.2671,110.2671,110.2671,99.2409,110.2671,110.2671,110.2671,110.2671,110.2671,99.2409,110.2671,99.2409
12345678,21/03/2022,,,,,,,,,,,,111.1153,100.0043,111.1153,111.1153,122.2274,88.8922,100.0043,100.0043,88.8922,100.0043,77.7813,77.7813,77.7813,66.6692,77.7813,66.6692,77.7813,88.8922,77.7813,77.7813,88.8922,77.7813,88.8922,88.8922,88.8922,88.8922,88.8922,100.0043,100.0043,88.8922,100.0043,88.8922,100.0043,88.8922,77.7813,88.8922,88.8922
12345678,02/11/2022,77.7813,88.8922,77.7813,88.8922,77.7813,88.8922,88.8922,88.8922,88.8922,88.8922,89.5708,89.5708,100.7677,100.7677,100.7677,111.9635,89.5708,100.7677,89.5708,89.5708,78.375,89.5708,78.375,89.5708,89.5708,78.375,89.5708,78.375,78.375,89.5708,67.1781,89.5708,78.375,89.5708,89.5708,89.5708,78.375,89.5708,100.7677,89.5708,100.7677,89.5708,78.375,89.5708,89.5708,78.375,89.5708,89.5708
12345678,01/09/2022,11.1686,22.3362,22.3362,11.1686,22.3362,22.3362,22.3362,11.1686,22.3362,22.3362,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,33.7592,33.7592,22.5058,33.7592,22.5058,33.7592,22.5058,22.5058,22.5058
12345678,12/07/2022,22.5058,11.2535,22.5058,11.2535,11.2535,22.5058,11.2535,11.2535,11.2535,22.5058,11.3383,22.6754,22.6754,11.3383,22.6754,22.6754,11.3383,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,34.0137,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,11.3383,22.6754,34.0137,11.3383,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,22.6754,11.3383,22.6754,22.6754
12345678,03/12/2022,111.1153,122.2274,111.1153,100.0043,111.1153,100.0043,111.1153,111.1153,111.1153,111.1153,122.5384,122.5384,111.398,122.5384,100.2588,122.5384,122.5384,111.398,111.398,111.398,111.398,111.398,111.398,111.398,122.5384,111.398,100.2588,111.398,111.398,111.398,100.2588,100.2588,100.2588,111.398,100.2588,111.398,122.5384,122.5384,111.398,122.5384,111.398,122.5384,111.398,111.398,111.398,111.398,122.5384,111.398
12345678,13/06/2022,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,11.2817,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,45.1247,22.5623,22.5623,33.8441,22.5623,22.5623
12345678,19/10/2022,77.9792,66.8388,66.8388,66.8388,77.9792,55.6996,66.8388,77.9792,66.8388,66.8388,78.1771,78.1771,78.1771,78.1771,67.0085,89.3446,78.1771,67.0085,78.1771,67.0085,78.1771,67.0085,55.8409,67.0085,67.0085,67.0085,78.1771,67.0085,67.0085,78.1771,67.0085,67.0085,78.1771,67.0085,78.1771,78.1771,78.1771,89.3446,89.3446,78.1771,67.0085,78.1771,89.3446,67.0085,67.0085,78.1771,78.1771,67.0085
12345678,28/04/2022,66.6692,88.8922,77.7813,77.7813,77.7813,77.7813,77.7813,77.7813,66.6692,77.7813,89.1184,77.9792,77.9792,77.9792,89.1184,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,89.1184,77.9792,77.9792,77.9792,77.9792,66.8388,77.9792,66.8388,77.9792,66.8388,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,77.9792,89.1184,89.1184,77.9792,89.1184,77.9792,89.1184,77.9792,77.9792,77.9792,66.8388
12345678,14/10/2022,67.1781,78.375,67.1781,67.1781,67.1781,55.9823,67.1781,67.1781,67.1781,67.1781,67.0085,67.0085,78.1771,67.0085,78.1771,78.1771,67.0085,67.0085,67.0085,67.0085,55.8409,67.0085,78.1771,44.6723,78.1771,55.8409,55.8409,67.0085,67.0085,55.8409,67.0085,67.0085,55.8409,78.1771,67.0085,67.0085,67.0085,78.1771,89.3446,67.0085,78.1771,78.1771,78.1771,67.0085,67.0085,78.1771,67.0085,67.0085
12345678,30/06/2022,22.3362,22.3362,11.1686,22.3362,22.3362,22.3362,11.1686,22.3362,22.3362,11.1686,22.5058,33.7592,22.5058,22.5058,33.7592,11.2535,22.5058,22.5058,22.5058,22.5058,11.2535,33.7592,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,11.2535,22.5058,22.5058,11.2535,33.7592,22.5058,22.5058,33.7592,33.7592,22.5058,33.7592,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058
12345678,27/04/2022,77.9792,89.1184,66.8388,77.9792,77.9792,77.9792,66.8388,77.9792,77.9792,66.8388,77.7813,77.7813,77.7813,77.7813,77.7813,77.7813,88.8922,77.7813,88.8922,66.6692,77.7813,88.8922,77.7813,66.6692,77.7813,77.7813,66.6692,77.7813,66.6692,77.7813,77.7813,77.7813,77.7813,77.7813,77.7813,88.8922,77.7813,77.7813,77.7813,88.8922,88.8922,77.7813,88.8922,77.7813,88.8922,66.6692,77.7813,77.7813
12345678,17/01/2022,99.2409,110.2671,88.2137,99.2409,88.2137,99.2409,99.2409,110.2671,99.2409,110.2671,109.9843,109.9843,109.9843,109.9843,120.9833,109.9843,109.9843,109.9843,98.9865,98.9865,98.9865,87.9875,98.9865,87.9875,87.9875,98.9865,87.9875,98.9865,76.9896,98.9865,98.9865,109.9843,98.9865,109.9843,109.9843,109.9843,109.9843,109.9843,120.9833,109.9843,109.9843,109.9843,109.9843,120.9833,109.9843,109.9843,109.9843,109.9843
12345678,14/11/2022,67.0085,67.0085,78.1771,67.0085,67.0085,67.0085,78.1771,67.0085,78.1771,67.0085,77.9792,89.1184,77.9792,77.9792,89.1184,77.9792,89.1184,77.9792,89.1184,77.9792,100.2588,77.9792,77.9792,77.9792,89.1184,89.1184,77.9792,77.9792,100.2588,77.9792,66.8388,89.1184,77.9792,77.9792,77.9792,89.1184,89.1184,89.1184,89.1184,89.1184,89.1184,89.1184,77.9792,89.1184,66.8388,77.9792,77.9792,89.1184
12345678,22/10/2022,56.1237,67.3477,67.3477,44.8985,67.3477,56.1237,56.1237,56.1237,67.3477,56.1237,56.1237,78.5729,56.1237,67.3477,78.5729,67.3477,56.1237,67.3477,78.5729,67.3477,67.3477,67.3477,67.3477,56.1237,67.3477,67.3477,56.1237,67.3477,67.3477,56.1237,67.3477,67.3477,44.8985,56.1237,67.3477,67.3477,67.3477,67.3477,56.1237,78.5729,67.3477,67.3477,56.1237,67.3477,56.1237,67.3477,56.1237,56.1237
12345678,19/12/2022,110.8326,99.7498,110.8326,99.7498,99.7498,99.7498,110.8326,99.7498,99.7498,88.666,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,110.5498,99.4954,99.4954,99.4954,99.4954,88.4399,110.5498,88.4399,99.4954,99.4954,88.4399,99.4954,99.4954,88.4399,99.4954,88.4399,99.4954,88.4399,99.4954,99.4954,88.4399,99.4954,99.4954,88.4399,99.4954,88.4399,99.4954,88.4399,99.4954,88.4399
12345678,03/05/2022,55.9823,78.375,67.1781,67.1781,67.1781,67.1781,67.1781,67.1781,55.9823,67.1781,67.8567,79.1667,67.8567,67.8567,79.1667,67.8567,79.1667,79.1667,67.8567,67.8567,79.1667,79.1667,67.8567,67.8567,67.8567,67.8567,67.8567,67.8567,56.5478,67.8567,56.5478,67.8567,67.8567,67.8567,67.8567,67.8567,67.8567,67.8567,67.8567,79.1667,79.1667,67.8567,67.8567,79.1667,56.5478,67.8567,67.8567,67.8567
12345678,03/04/2022,100.5132,111.6808,111.6808,100.5132,111.6808,100.5132,111.6808,100.5132,111.6808,100.5132,100.2588,111.398,100.2588,100.2588,100.2588,100.2588,100.2588,100.2588,89.1184,100.2588,77.9792,89.1184,77.9792,77.9792,89.1184,77.9792,77.9792,77.9792,66.8388,77.9792,77.9792,89.1184,77.9792,77.9792,89.1184,89.1184,89.1184,89.1184,100.2588,89.1184,100.2588,89.1184,100.2588,89.1184,89.1184,89.1184,77.9792,89.1184
12345678,27/05/2022,22.5623,33.8441,33.8441,22.5623,33.8441,33.8441,22.5623,33.8441,33.8441,22.5623,33.5896,33.5896,33.5896,33.5896,22.3927,33.5896,33.5896,22.3927,33.5896,33.5896,33.5896,22.3927,33.5896,22.3927,33.5896,22.3927,22.3927,33.5896,22.3927,11.1969,33.5896,22.3927,33.5896,33.5896,33.5896,22.3927,33.5896,33.5896,33.5896,33.5896,44.7854,33.5896,44.7854,33.5896,44.7854,33.5896,33.5896,33.5896
12345678,21/09/2022,11.31,22.6189,11.31,22.6189,11.31,22.6189,11.31,22.6189,11.31,22.6189,22.5058,11.2535,22.5058,22.5058,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,33.7592,22.5058,33.7592,22.5058,22.5058,33.7592,11.2535,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058
12345678,21/08/2022,11.2252,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,11.2252,22.4492,11.2252,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,22.4492,33.6744,33.6744,11.2252,22.4492,22.4492,22.4492,22.4492
12345678,09/05/2022,56.1237,78.5729,56.1237,67.3477,56.1237,67.3477,56.1237,67.3477,67.3477,56.1237,67.5174,56.265,67.5174,56.265,56.265,56.265,56.265,67.5174,45.0116,56.265,45.0116,56.265,45.0116,33.7592,56.265,45.0116,45.0116,45.0116,33.7592,45.0116,45.0116,45.0116,56.265,45.0116,45.0116,45.0116,56.265,45.0116,56.265,45.0116,56.265,56.265,56.265,56.265,56.265,56.265,45.0116,45.0116
12345678,18/09/2022,22.3927,22.3927,22.3927,22.3927,22.3927,22.3927,22.3927,22.3927,22.3927,33.5896,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,33.9289,22.6189,33.9289,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,33.9289,33.9289,33.9289,22.6189,33.9289,33.9289,22.6189,22.6189,22.6189,22.6189
12345678,18/10/2022,66.4995,66.4995,66.4995,66.4995,66.4995,66.4995,66.4995,77.5833,77.5833,77.5833,66.8388,89.1184,89.1184,77.9792,77.9792,89.1184,89.1184,77.9792,77.9792,77.9792,89.1184,77.9792,55.6996,66.8388,66.8388,77.9792,55.6996,66.8388,55.6996,77.9792,66.8388,55.6996,66.8388,77.9792,66.8388,77.9792,77.9792,77.9792,89.1184,100.2588,77.9792,77.9792,89.1184,77.9792,89.1184,66.8388,66.8388,77.9792
12345678,18/01/2022,109.9843,109.9843,98.9865,98.9865,109.9843,87.9875,109.9843,109.9843,109.9843,120.9833,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,121.2943,110.2671,110.2671,99.2409,99.2409,88.2137,99.2409,88.2137,88.2137,99.2409,110.2671,99.2409,110.2671,99.2409,110.2671,110.2671,110.2671,110.2671,110.2671,110.2671,121.2943,121.2943,110.2671,110.2671,110.2671,121.2943,110.2671,99.2409,110.2671
12345678,22/01/2022,110.5498,99.4954,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,99.4954,110.5498,110.5498,99.4954,110.5498,99.4954,110.5498,110.5498,110.5498,99.4954,110.5498,99.4954,99.4954,99.4954,99.4954,99.4954,88.4399,99.4954,88.4399,99.4954,99.4954,99.4954,88.4399,99.4954,99.4954,99.4954,99.4954,110.5498,99.4954,99.4954,99.4954,110.5498,110.5498,110.5498,99.4954,88.4399,99.4954,99.4954,88.4399,88.4399
12345678,24/06/2022,22.5623,11.2817,22.5623,11.2817,22.5623,22.5623,11.2817,22.5623,11.2817,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623
12345678,28/08/2022,22.4492,22.4492,11.2252,22.4492,11.2252,22.4492,22.4492,11.2252,22.4492,22.4492,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,33.7592,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,22.5058,11.2535,22.5058,22.5058,11.2535
12345678,06/12/2022,111.398,122.5384,111.398,111.398,100.2588,111.398,122.5384,122.5384,122.5384,111.398,122.5384,122.5384,111.398,111.398,122.5384,111.398,122.5384,122.5384,111.398,122.5384,122.5384,100.2588,111.398,111.398,122.5384,111.398,100.2588,111.398,122.5384,100.2588,111.398,111.398,111.398,111.398,111.398,111.398,122.5384,111.398,122.5384,111.398,122.5384,111.398,122.5384,111.398,111.398,122.5384,100.2588,122.5384
12345678,06/03/2022,99.7498,110.8326,99.7498,110.8326,99.7498,110.8326,110.8326,99.7498,110.8326,88.666,99.7498,132.9991,110.8326,110.8326,110.8326,121.9164,110.8326,99.7498,110.8326,88.666,110.8326,88.666,99.7498,88.666,99.7498,99.7498,88.666,88.666,99.7498,99.7498,88.666,99.7498,99.7498,99.7498,99.7498,110.8326,88.666,99.7498,110.8326,110.8326,110.8326,110.8326,121.9164,110.8326,110.8326,99.7498,110.8326,110.8326
12345678,05/11/2022,100.2588,100.2588,89.1184,89.1184,100.2588,100.2588,100.2588,100.2588,100.2588,100.2588,85.9518,96.6963,85.9518,96.6963,85.9518,85.9518,96.6963,85.9518,96.6963,85.9518,85.9518,85.9518,85.9518,85.9518,85.9518,85.9518,85.9518,85.9518,85.9518,85.9518,75.2083,85.9518,75.2083,85.9518,75.2083,96.6963,85.9518,96.6963,85.9518,85.9518,85.9518,96.6963,96.6963,96.6963,85.9518,96.6963,96.6963,96.6963
12345678,07/06/2022,33.9289,22.6189,33.9289,22.6189,22.6189,22.6189,33.9289,22.6189,22.6189,22.6189,33.8441,33.8441,22.5623,33.8441,22.5623,33.8441,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,22.5623,11.2817,33.8441,22.5623,11.2817,33.8441,22.5623,22.5623,11.2817,22.5623,22.5623
12345678,26/07/2022,22.4492,22.4492,11.2252,22.4492,22.4492,22.4492,11.2252,22.4492,22.4492,11.2252,22.5623,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,33.8441,11.2817,33.8441,11.2817,33.8441,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,22.5623,11.2817,22.5623,22.5623,22.5623,33.8441,22.5623,22.5623,33.8441,22.5623,33.8441,22.5623,33.8441,22.5623,11.2817,22.5623,22.5623
